product_id,name,category,unit_price
1720,Colgate,Personal Care,358.51
1721,Fortune Oil,Dairy,211.33
1722,,Household,47.2
1723,Sunlight Soap,Household,83.45
1724,Fortune Oil,Bakery,285.56
1725,Dettol Soap,Household,
1726,Sunlight Soap,Household,278.39
1727,Good Day Biscuit,Personal Care,185.47
1728,Fortune Oil,Household,341.87
1729,Colgate,Personal Care,133.66
1730,Aashirvaad Atta,Grocery,
1731,Fortune Oil,Bakery,
1732,Aashirvaad Atta,Bakery,
1733,Aashirvaad Atta,Bakery,263.38
1734,Good Day Biscuit,Personal Care,277.11
1735,Good Day Biscuit,Dairy,212.89
1736,Tata Salt,Personal Care,41.67
1737,Bourbon Biscuit,Personal Care,239.47
1738,Dettol Soap,Dairy,63.41
1739,,Household,372.54
1740,Tata Salt,Dairy,173.43
1741,Fortune Oil,Dairy,281.82
1742,Amul Milk,Household,316.77
1743,Tata Salt,Grocery,230.6
1744,Bourbon Biscuit, ,163.78
1745,Dettol Soap,Household,300.02
1746,Bourbon Biscuit,Dairy,36.13
1747,Good Day Biscuit,Bakery,220.25
1748,Bourbon Biscuit,Personal Care,
1749,Dettol Soap,Personal Care,345.08
1750,Sunlight Soap,Dairy,101.58
1751,Fortune Oil,Household,197.47
1752,Colgate,Household,383.52
1753,Fortune Oil,Grocery,309.44
1754,Dettol Soap,Household,40.35
1755,Tata Salt,Personal Care,328.08
1756,Amul Milk,Bakery,43.74
1757,,Dairy,66.65
1758,Colgate,Personal Care,96.78
1759,Fortune Oil,Grocery,268.29
1760,Dettol Soap,Grocery,279.01
1761,Amul Milk,Personal Care,334.14
1762,Tata Salt,Bakery,254.95
1763,Amul Milk,Personal Care,290.06
1764,Amul Milk,Dairy,25.13
1765,Good Day Biscuit,Dairy,310.6
1766,Tata Salt,Bakery,315.97
1767,Aashirvaad Atta,Grocery,333.33
1768,Dettol Soap,Personal Care,218.84
1769,Amul Milk,Personal Care,121.59
1770,Dettol Soap,Personal Care,300.42
1771,Sunlight Soap,Personal Care,267.21
1772,Dettol Soap,Dairy,124.53
1773,Tata Salt,Household,
1774,Bourbon Biscuit,Household,34.55
1775,Aashirvaad Atta,Dairy,103.14
1776,,Dairy,334.18
1777,Colgate,Personal Care,178.9
1778,Amul Milk,Dairy,300.19
1779,Good Day Biscuit,Grocery,299.84
1780,Amul Milk,Bakery,105.43
1781,Good Day Biscuit, ,364.08
1782,Tata Salt,Personal Care,109.83
1783,Fortune Oil,Household,275.22
1784,Aashirvaad Atta,Household,10.69
1785,Aashirvaad Atta,Dairy,135.41
1786,Fortune Oil,Household,265.65
1787,Tata Salt,Personal Care,
1788,,Personal Care,187.45
1789,Aashirvaad Atta,Household,53.12
1790,Dettol Soap,Personal Care,64.82
1791,Fortune Oil,Bakery,250.0
1792,Sunlight Soap,Dairy,19.84
1793,Sunlight Soap,Bakery,256.2
1794,Fortune Oil,Household,186.8
1795,,Grocery,275.19
1796,Good Day Biscuit,Bakery,354.69
1797,Tata Salt,Household,358.42
1798,Bourbon Biscuit,Grocery,291.95
1799,Tata Salt,Personal Care,232.11
1800,Dettol Soap,Grocery,334.39
1801,Dettol Soap, ,331.59
1802,Fortune Oil, ,
1803,Bourbon Biscuit,Dairy,314.0
1804,Fortune Oil,Dairy,270.66
1805,Aashirvaad Atta,Grocery,159.84
1806,Amul Milk,Household,320.33
1807,Tata Salt,Household,65.57
1808,Tata Salt,Bakery,290.34
1809,Fortune Oil,Household,145.88
1810,Dettol Soap,Personal Care,266.06
1811,Good Day Biscuit,Bakery,223.46
1812,Dettol Soap,Grocery,138.97
1813,Sunlight Soap,Household,165.45
1814,Tata Salt,Bakery,379.4
1815,Amul Milk,Bakery,322.02
1816,Tata Salt,Dairy,78.68
1817,Fortune Oil,Household,283.06
1818,Good Day Biscuit,Grocery,343.01
1819,Sunlight Soap,Personal Care,263.87
1820,Tata Salt,Personal Care,292.74
1821,Fortune Oil,Personal Care,269.89
1822,Sunlight Soap,Grocery,
1823,Tata Salt,Grocery,394.4
1824,Dettol Soap,Household,269.68
1825,Bourbon Biscuit,Grocery,249.0
1826,Dettol Soap,Household,289.32
1827,Amul Milk,Personal Care,35.2
1828,Aashirvaad Atta,Bakery,292.31
1829,Sunlight Soap,Dairy,149.72
1830,Dettol Soap,Dairy,375.93
1831,Good Day Biscuit,Household,254.46
1832,Colgate,Dairy,126.37
1833,Bourbon Biscuit,Grocery,195.56
1834,Good Day Biscuit, ,176.2
1835,Dettol Soap,Grocery,276.75
1836,Tata Salt,Household,276.66
1837,Fortune Oil,Household,191.92
1838,Amul Milk,Grocery,172.07
1839,Tata Salt,Personal Care,207.54
1840,Bourbon Biscuit,Personal Care,43.03
1841,Tata Salt,Grocery,183.57
1842,Fortune Oil,Grocery,308.9
1843,Tata Salt,Household,262.91
1844,Fortune Oil,Grocery,294.96
1845,Bourbon Biscuit,Household,
1846,Bourbon Biscuit,Household,33.98
1847,Sunlight Soap,Grocery,156.2
1848,Aashirvaad Atta,Household,310.22
1849,Amul Milk,Bakery,22.24
1850,Sunlight Soap,Dairy,122.08
1851,Colgate,Dairy,359.05
1852,,Dairy,185.0
1853,Good Day Biscuit,Dairy,225.51
1854,Good Day Biscuit,Household,393.38
1855,Colgate,Dairy,290.51
1856,Colgate,Grocery,127.05
1857,Colgate,Bakery,188.95
1858,Aashirvaad Atta,Bakery,21.74
1859,Sunlight Soap,Dairy,119.02
1860,Sunlight Soap,Bakery,254.46
1861,Fortune Oil,Bakery,187.71
1862,Colgate,Personal Care,252.67
1863,Colgate,Personal Care,55.91
1864,Colgate,Grocery,18.62
1865,Bourbon Biscuit,Household,365.11
1866,Sunlight Soap,Household,148.18
1867,Tata Salt,Dairy,196.41
1868,Sunlight Soap,Household,149.01
1869,Tata Salt,Household,337.89
1870,Aashirvaad Atta,Household,325.11
1871,Sunlight Soap,Dairy,389.42
1872,Dettol Soap,Bakery,216.3
1873,Amul Milk,Household,140.93
1874,Aashirvaad Atta,Bakery,177.83
1875,Colgate,Bakery,318.77
1876,Tata Salt,Dairy,380.66
1877,Fortune Oil,Household,187.39
1878,Tata Salt,Dairy,10.89
1879,Good Day Biscuit,Grocery,81.44
1880,Sunlight Soap,Dairy,346.55
1881,,Dairy,128.29
1882,Fortune Oil,Personal Care,56.15
1883,Tata Salt,Household,232.68
1884,Amul Milk, ,14.3
1885,Colgate,Personal Care,31.73
1886,Aashirvaad Atta,Personal Care,150.26
1887,Aashirvaad Atta,Personal Care,
1888,Fortune Oil,Household,260.53
1889,Fortune Oil,Dairy,103.91
1890,Tata Salt,Personal Care,127.68
1891,Bourbon Biscuit,Household,197.17
1892,Fortune Oil,Personal Care,304.21
1893,Amul Milk,Dairy,13.37
1894,Good Day Biscuit,Bakery,188.23
1895,Sunlight Soap,Bakery,
1896,Fortune Oil,Dairy,47.04
1897,Colgate,Grocery,330.91
1898,Dettol Soap,Grocery,268.24
1899,Fortune Oil,Dairy,
1900,Dettol Soap, ,32.65
1901,Good Day Biscuit,Household,60.73
1902,Dettol Soap, ,365.27
1903,Aashirvaad Atta,Personal Care,71.46
1904,Tata Salt,Grocery,261.6
1905,Bourbon Biscuit,Household,60.4
1906,,Bakery,175.29
1907,,Household,
1908,Good Day Biscuit,Personal Care,213.22
1909,Dettol Soap,Bakery,166.36
1910,Amul Milk,Bakery,164.02
1911,Sunlight Soap,Household,238.42
1912,Colgate,Dairy,155.94
1913,Fortune Oil,Grocery,258.95
1914,Sunlight Soap,Grocery,60.4
1915,Tata Salt,Grocery,56.33
1916,Colgate,Personal Care,228.96
1917,Tata Salt,Household,355.21
1918,Sunlight Soap,Household,260.49
1919,Sunlight Soap,Grocery,237.97
1920,Aashirvaad Atta,Personal Care,23.27
1921,Fortune Oil,Personal Care,328.39
1922,Bourbon Biscuit,Dairy,242.47
1923,Bourbon Biscuit,Grocery,277.01
1924,Amul Milk,Personal Care,97.42
1925,Amul Milk,Personal Care,79.83
1926,Good Day Biscuit,Household,137.29
1927,Sunlight Soap,Grocery,
1928,Amul Milk,Dairy,378.52
1929,Tata Salt,Bakery,211.68
1930,Bourbon Biscuit,Grocery,
1931,Aashirvaad Atta,Household,211.05
1932,,Dairy,68.35
1933,Sunlight Soap,Dairy,143.35
1934,Amul Milk,Bakery,321.45
1935,Aashirvaad Atta,Household,142.56
1936,Sunlight Soap,Dairy,133.33
1937,Sunlight Soap, ,156.68
1938,Fortune Oil,Dairy,322.47
1939,Dettol Soap,Personal Care,371.98
1940,Bourbon Biscuit, ,212.41
1941,Sunlight Soap,Household,179.99
1942,Good Day Biscuit, ,323.24
1943,Sunlight Soap,Bakery,126.4
1944,Fortune Oil,Household,243.56
1945,Aashirvaad Atta,Bakery,382.68
1946,Tata Salt,Household,48.34
1947,Tata Salt,Personal Care,149.22
1948,Bourbon Biscuit,Household,26.31
1949,Amul Milk,Grocery,362.78
1950,Tata Salt,Personal Care,202.49
1951,Aashirvaad Atta,Grocery,
1952,Tata Salt,Bakery,159.49
1953,Dettol Soap,Personal Care,149.19
1954,Aashirvaad Atta,Dairy,381.93
1955,Fortune Oil, ,68.41
1956,Sunlight Soap,Bakery,321.83
1957,Dettol Soap,Grocery,191.68
1958,Fortune Oil,Personal Care,152.4
1959,Dettol Soap,Personal Care,163.45
1960,Sunlight Soap,Dairy,36.09
1961,Good Day Biscuit,Household,233.91
1962,Good Day Biscuit,Household,320.03
1963,Colgate,Dairy,342.91
1964,Aashirvaad Atta, ,121.73
1965,Colgate,Dairy,397.09
1966,Fortune Oil,Bakery,180.04
1967,Sunlight Soap,Dairy,190.03
1968,Aashirvaad Atta,Household,264.59
1969,Fortune Oil,Grocery,233.43
1970,Sunlight Soap,Dairy,
1971,Dettol Soap,Dairy,30.25
1972,Amul Milk,Household,336.88
1973,Dettol Soap,Grocery,47.27
1974,Colgate,Bakery,389.87
1975,Aashirvaad Atta,Dairy,221.27
1976,Good Day Biscuit,Personal Care,99.78
1977,Tata Salt,Household,165.29
1978,Bourbon Biscuit,Grocery,365.38
1979,Tata Salt,Dairy,101.22
1980,Good Day Biscuit,Personal Care,129.97
1981,Amul Milk,Grocery,191.24
1982,,Grocery,
1983,Tata Salt,Dairy,283.13
1984,Tata Salt,Household,348.15
1985,,Personal Care,153.09
1986,Aashirvaad Atta,Bakery,254.98
1987,,Household,251.71
1988,Aashirvaad Atta, ,190.42
1989,Amul Milk,Dairy,121.24
1990,Dettol Soap,Personal Care,82.14
1991,Aashirvaad Atta,Household,302.2
1992,Aashirvaad Atta,Personal Care,108.01
1993,Tata Salt,Grocery,107.28
1994,Sunlight Soap,Bakery,101.73
1995,Colgate,Personal Care,363.79
1996,Aashirvaad Atta,Personal Care,72.73
1997,Good Day Biscuit,Grocery,395.42
1998,Good Day Biscuit,Bakery,126.45
1999,Aashirvaad Atta,Personal Care,48.97
2000,Aashirvaad Atta,Dairy,295.64
2001,Aashirvaad Atta,Personal Care,314.25
2002,Amul Milk,Grocery,364.66
2003,Fortune Oil,Bakery,124.55
2004,Sunlight Soap,Dairy,156.59
2005,Amul Milk,Personal Care,47.5
2006,Amul Milk,Grocery,108.1
2007,Good Day Biscuit,Bakery,120.54
2008,Dettol Soap,Household,290.55
2009,Colgate,Personal Care,121.22
2010,Dettol Soap,Dairy,144.71
2011,Fortune Oil,Dairy,248.79
2012,,Household,158.65
2013,Aashirvaad Atta,Bakery,36.56
2014,Bourbon Biscuit,Grocery,387.13
2015,Amul Milk,Household,329.75
2016,Bourbon Biscuit,Bakery,237.41
2017,Bourbon Biscuit,Grocery,156.63
2018,Fortune Oil,Household,90.66
2019,Amul Milk,Personal Care,183.48
2020,Sunlight Soap,Dairy,318.95
2021,Good Day Biscuit,Bakery,198.09
2022,Tata Salt,Bakery,127.13
2023,Aashirvaad Atta,Personal Care,133.14
2024,Bourbon Biscuit,Dairy,228.36
2025,Fortune Oil,Personal Care,318.61
2026,Good Day Biscuit,Grocery,335.07
2027,Fortune Oil,Dairy,294.24
2028,Colgate,Personal Care,58.24
2029,Bourbon Biscuit,Grocery,138.09
2030,Fortune Oil,Personal Care,299.43
2031,Tata Salt,Household,318.07
2032,Good Day Biscuit,Personal Care,29.49
2033,Colgate,Grocery,25.95
2034,Sunlight Soap,Bakery,
2035,Fortune Oil,Household,196.95
2036,Aashirvaad Atta,Dairy,99.7
2037,Aashirvaad Atta,Dairy,79.73
2038,Fortune Oil,Grocery,70.95
2039,Sunlight Soap,Personal Care,43.95
2040,,Household,376.37
2041,Sunlight Soap,Grocery,148.9
2042,Colgate,Dairy,162.79
2043,Good Day Biscuit,Bakery,350.34
2044,,Bakery,241.37
2045,Tata Salt,Personal Care,25.22
2046,Good Day Biscuit,Personal Care,221.91
2047,Colgate,Personal Care,
2048,Sunlight Soap,Bakery,296.07
2049,Bourbon Biscuit,Personal Care,277.31
2050,Sunlight Soap,Personal Care,206.33
2051,Bourbon Biscuit,Personal Care,123.67
2052,Good Day Biscuit,Personal Care,254.52
2053,Dettol Soap,Grocery,19.62
2054,Amul Milk,Household,22.11
2055,Amul Milk,Grocery,236.24
2056,Good Day Biscuit,Grocery,202.66
2057,Good Day Biscuit,Bakery,354.5
2058,Amul Milk,Personal Care,327.36
2059,Colgate,Grocery,336.32
2060,Aashirvaad Atta,Bakery,100.79
2061,Sunlight Soap,Personal Care,168.83
2062,Fortune Oil,Dairy,81.56
2063,Fortune Oil, ,368.7
2064,Tata Salt,Household,
2065,Good Day Biscuit,Grocery,68.83
2066,Dettol Soap,Household,248.32
2067,Colgate,Household,107.11
2068,Amul Milk,Dairy,169.71
2069,Colgate,Grocery,255.77
2070,Aashirvaad Atta,Personal Care,354.23
2071,Dettol Soap,Grocery,260.16
2072,Good Day Biscuit,Household,232.61
2073,Aashirvaad Atta,Grocery,84.57
2074,Aashirvaad Atta,Personal Care,272.51
2075,Aashirvaad Atta,Dairy,320.69
2076,Sunlight Soap,Personal Care,332.13
2077,Amul Milk,Household,142.84
2078,Colgate,Dairy,154.56
2079,Amul Milk,Personal Care,330.6
2080,Good Day Biscuit, ,46.18
2081,Sunlight Soap,Grocery,392.74
2082,Dettol Soap,Household,207.8
2083,Bourbon Biscuit,Household,72.96
2084,Amul Milk,Dairy,117.8
2085,Aashirvaad Atta, ,153.74
2086,Fortune Oil, ,255.41
2087,Amul Milk,Personal Care,150.43
2088,Aashirvaad Atta,Grocery,292.57
2089,Good Day Biscuit,Household,187.61
2090,Sunlight Soap,Personal Care,164.25
2091,Tata Salt,Dairy,135.24
2092,Dettol Soap,Grocery,211.93
2093,Good Day Biscuit,Dairy,357.72
2094,Dettol Soap,Dairy,
2095,Colgate,Household,248.26
2096,,Personal Care,151.37
2097,Good Day Biscuit,Household,329.28
2098,Fortune Oil,Grocery,187.12
2099,Fortune Oil, ,121.62
2100,Aashirvaad Atta,Bakery,98.26
2101,Sunlight Soap,Bakery,232.7
2102,Good Day Biscuit,Personal Care,128.55
2103,Aashirvaad Atta,Bakery,111.46
2104,Aashirvaad Atta,Household,307.39
2105,Good Day Biscuit,Personal Care,344.89
2106,Good Day Biscuit,Bakery,92.66
2107,Sunlight Soap,Household,294.46
2108,Aashirvaad Atta,Personal Care,351.99
2109,Fortune Oil,Grocery,149.47
2110,Sunlight Soap,Bakery,107.0
2111,Bourbon Biscuit,Bakery,284.07
2112,Sunlight Soap,Household,336.49
2113,Bourbon Biscuit,Dairy,244.97
2114,Dettol Soap,Household,13.96
2115,Dettol Soap,Household,233.85
2116,Dettol Soap,Household,
2117,Tata Salt,Household,374.3
2118,Bourbon Biscuit, ,66.48
2119,Dettol Soap,Dairy,308.43
2120,Dettol Soap,Personal Care,22.42
2121,Aashirvaad Atta,Grocery,
2122,Sunlight Soap,Household,329.91
2123,Good Day Biscuit,Personal Care,
2124,Sunlight Soap,Bakery,283.16
2125,Bourbon Biscuit,Grocery,229.93
2126,Good Day Biscuit,Dairy,320.04
2127,Tata Salt,Household,371.02
2128,Sunlight Soap,Personal Care,131.08
2129,Dettol Soap,Personal Care,396.13
2130,Amul Milk,Personal Care,61.18
2131,Amul Milk,Personal Care,185.73
2132,Good Day Biscuit,Grocery,122.99
2133,Fortune Oil,Household,74.6
2134,Amul Milk,Grocery,70.51
2135,Tata Salt, ,99.36
2136,Good Day Biscuit,Dairy,177.75
2137,Fortune Oil,Grocery,98.98
2138,Sunlight Soap,Dairy,399.78
2139,Aashirvaad Atta,Bakery,231.5
2140,Fortune Oil,Grocery,237.35
2141,Bourbon Biscuit,Household,240.24
2142,,Household,177.9
2143,Fortune Oil,Household,340.43
2144,Good Day Biscuit,Bakery,17.93
2145,Amul Milk,Household,315.08
2146,Fortune Oil,Bakery,50.06
2147,Tata Salt,Household,213.09
2148,Dettol Soap,Household,36.24
2149,Aashirvaad Atta,Personal Care,142.58
2150,Tata Salt,Household,75.82
2151,Dettol Soap,Dairy,378.96
2152,Dettol Soap,Grocery,124.99
2153,Amul Milk,Personal Care,
2154,Fortune Oil,Personal Care,145.62
2155,Dettol Soap,Bakery,122.74
2156,Amul Milk,Dairy,262.5
2157,Amul Milk,Personal Care,38.72
2158,Colgate,Grocery,259.88
2159,Bourbon Biscuit,Dairy,302.6
2160,Dettol Soap,Personal Care,102.9
2161,Dettol Soap,Bakery,132.85
2162,Bourbon Biscuit,Dairy,150.52
2163,Fortune Oil,Bakery,392.44
2164,Dettol Soap,Grocery,285.58
2165,Good Day Biscuit,Bakery,214.86
2166,Tata Salt,Personal Care,48.36
2167,Aashirvaad Atta, ,35.64
2168,Sunlight Soap,Personal Care,328.6
2169,Fortune Oil,Household,126.74
2170,Fortune Oil,Grocery,
2171,Colgate,Grocery,179.05
2172,Sunlight Soap,Personal Care,389.25
2173,Sunlight Soap,Household,305.4
2174,Colgate,Personal Care,327.89
2175,Dettol Soap,Grocery,240.89
2176,Aashirvaad Atta,Bakery,242.6
2177,Aashirvaad Atta,Dairy,
2178,,Personal Care,183.62
2179,Tata Salt,Household,302.87
2180,Colgate,Grocery,40.27
2181,Sunlight Soap,Household,86.37
2182,Sunlight Soap,Grocery,
2183,Amul Milk,Dairy,80.07
2184,Aashirvaad Atta,Grocery,267.74
2185,Tata Salt,Bakery,29.72
2186,Good Day Biscuit,Grocery,280.62
2187,,Dairy,140.83
2188,Bourbon Biscuit,Household,161.07
2189,,Dairy,170.45
2190,Fortune Oil,Dairy,382.05
2191,Amul Milk,Grocery,189.52
2192,Good Day Biscuit,Household,80.85
2193,Fortune Oil,Dairy,207.89
2194,Amul Milk,Dairy,
2195,Good Day Biscuit,Bakery,
2196,Fortune Oil,Grocery,220.18
2197,Bourbon Biscuit,Personal Care,239.63
2198,Fortune Oil,Grocery,388.81
2199,Fortune Oil,Bakery,307.94
2200,Good Day Biscuit,Dairy,202.87
2201,Fortune Oil,Personal Care,188.02
2202,Bourbon Biscuit,Personal Care,98.07
2203,Sunlight Soap,Household,258.75
2204,Colgate,Personal Care,125.58
2205,Aashirvaad Atta,Household,311.41
2206,Amul Milk,Grocery,
2207,,Household,35.52
2208,Dettol Soap,Personal Care,318.29
2209,Aashirvaad Atta,Personal Care,227.04
2210,Colgate,Household,46.2
2211,Aashirvaad Atta,Household,140.3
2212,Dettol Soap,Household,377.85
2213,Bourbon Biscuit,Household,82.21
2214,Good Day Biscuit,Personal Care,209.78
2215,Amul Milk,Dairy,113.45
2216,Colgate,Bakery,
2217,Tata Salt,Dairy,
2218,Tata Salt,Bakery,396.4
2219,Fortune Oil,Bakery,128.4
2220,Colgate,Household,267.55
2221,Tata Salt,Household,266.84
2222,Tata Salt,Bakery,387.38
2223,Colgate,Grocery,79.33
2224,Aashirvaad Atta,Grocery,
2225,Dettol Soap,Bakery,392.78
2226,Amul Milk,Bakery,
2227,Colgate,Household,122.58
2228,Dettol Soap,Personal Care,374.6
2229,Colgate, ,145.95
2230,Amul Milk,Dairy,12.96
2231,Colgate,Household,236.9
2232,Good Day Biscuit,Bakery,194.29
2233,Good Day Biscuit,Household,32.65
2234,,Personal Care,86.8
2235,Tata Salt,Personal Care,232.58
2236,Dettol Soap,Dairy,140.34
2237,Bourbon Biscuit,Grocery,366.4
2238,Amul Milk,Bakery,101.84
2239,Colgate,Bakery,347.22
2240,Fortune Oil,Bakery,314.16
2241,Good Day Biscuit,Household,387.29
2242,Dettol Soap,Personal Care,390.4
2243,Amul Milk,Dairy,31.21
2244,Fortune Oil,Personal Care,102.15
2245,Sunlight Soap,Grocery,133.6
2246,Sunlight Soap, ,116.01
2247,Fortune Oil,Personal Care,163.66
2248,Bourbon Biscuit, ,64.03
2249,Dettol Soap,Dairy,52.09
2250,Colgate,Personal Care,43.1
2251,Amul Milk, ,286.77
2252,Bourbon Biscuit,Dairy,37.18
2253,Amul Milk,Grocery,
2254,Amul Milk,Household,347.65
2255,Aashirvaad Atta,Personal Care,107.05
2256,Bourbon Biscuit,Personal Care,234.33
2257,,Dairy,379.96
2258,Amul Milk,Household,355.84
2259,Amul Milk,Bakery,99.19
2260,Colgate,Personal Care,275.37
2261,Sunlight Soap,Household,383.78
2262,Bourbon Biscuit,Personal Care,333.33
2263,Fortune Oil,Personal Care,
2264,Tata Salt,Grocery,29.27
2265,Tata Salt, ,143.98
2266,Amul Milk,Household,144.56
2267,Tata Salt,Personal Care,113.8
2268,Good Day Biscuit,Bakery,182.58
2269,Fortune Oil,Dairy,361.56
2270,Sunlight Soap, ,386.81
2271,Dettol Soap,Household,
2272,Dettol Soap,Grocery,244.09
2273,Bourbon Biscuit,Bakery,384.75
2274,Dettol Soap,Household,150.21
2275,Colgate,Bakery,50.22
2276,Dettol Soap,Personal Care,
2277,Sunlight Soap,Personal Care,160.38
2278,Sunlight Soap,Personal Care,77.82
2279,Tata Salt,Dairy,382.32
2280,Aashirvaad Atta,Household,344.26
2281,Aashirvaad Atta,Grocery,272.07
2282,Aashirvaad Atta,Grocery,350.41
2283,Sunlight Soap,Household,
2284,Colgate,Household,295.58
2285,Tata Salt,Personal Care,145.12
2286,Dettol Soap,Grocery,233.16
2287,Sunlight Soap,Household,212.59
2288,Good Day Biscuit,Bakery,226.62
2289,Sunlight Soap, ,385.02
2290,Fortune Oil,Household,75.06
2291,Bourbon Biscuit,Grocery,38.59
2292,Amul Milk,Household,376.65
2293,Dettol Soap,Household,
2294,Aashirvaad Atta,Bakery,169.01
2295,Colgate,Personal Care,227.1
2296,Fortune Oil,Household,276.76
2297,Dettol Soap,Bakery,13.04
2298,Sunlight Soap,Dairy,360.19
2299,Good Day Biscuit,Dairy,176.03
2300,Bourbon Biscuit,Bakery,72.3
2301,Colgate,Bakery,331.22
2302,Good Day Biscuit,Bakery,29.92
2303,Aashirvaad Atta,Personal Care,306.37
2304,Colgate,Personal Care,
2305,Bourbon Biscuit,Bakery,
2306,Tata Salt,Grocery,
2307,Good Day Biscuit,Grocery,74.57
2308,Aashirvaad Atta,Dairy,41.14
2309,Fortune Oil,Bakery,250.41
2310,Aashirvaad Atta,Grocery,60.48
2311,Amul Milk,Dairy,127.25
2312,Amul Milk,Grocery,154.5
2313,Dettol Soap,Household,248.56
2314,Aashirvaad Atta, ,386.26
2315,Dettol Soap,Bakery,385.76
2316,Bourbon Biscuit,Personal Care,63.81
2317,Bourbon Biscuit,Grocery,202.4
2318,Good Day Biscuit,Bakery,213.91
2319,Fortune Oil, ,249.15
2320,Bourbon Biscuit,Personal Care,242.01
2321,Good Day Biscuit,Grocery,112.36
2322,Fortune Oil,Bakery,331.51
2323,Colgate,Household,227.72
2324,Amul Milk,Dairy,88.1
2325,Dettol Soap,Bakery,
2326,Amul Milk,Dairy,157.9
2327,Sunlight Soap,Personal Care,206.16
2328,Amul Milk,Household,341.74
2329,Dettol Soap,Grocery,21.92
2330,Fortune Oil,Household,257.55
2331,Colgate,Dairy,362.83
2332,Tata Salt,Bakery,320.08
2333,Aashirvaad Atta,Bakery,46.68
2334,Aashirvaad Atta,Personal Care,301.79
2335,Amul Milk,Personal Care,13.31
2336,,Personal Care,147.15
2337,Dettol Soap,Bakery,
2338,Dettol Soap,Grocery,243.33
2339,Tata Salt,Grocery,16.4
2340,Amul Milk,Bakery,89.96
2341,,Personal Care,363.0
2342,Fortune Oil,Dairy,88.08
2343,Good Day Biscuit,Grocery,14.12
2344,Tata Salt, ,72.5
2345,Bourbon Biscuit, ,211.38
2346,,Bakery,278.7
2347,Colgate, ,191.65
2348,Good Day Biscuit,Bakery,47.41
2349,Colgate,Grocery,81.36
2350,Aashirvaad Atta,Grocery,113.46
2351,Colgate,Household,177.54
2352,Fortune Oil,Household,219.09
2353,Dettol Soap,Personal Care,254.99
2354,Good Day Biscuit,Household,118.32
2355,Dettol Soap,Household,73.36
2356,Tata Salt,Personal Care,361.85
2357,Good Day Biscuit,Household,307.76
2358,Aashirvaad Atta,Household,304.83
2359,Fortune Oil,Grocery,127.67
2360,Sunlight Soap,Household,172.34
2361,Amul Milk,Grocery,371.5
2362,Bourbon Biscuit,Household,124.73
2363,Amul Milk,Grocery,191.82
2364,Dettol Soap, ,91.49
2365,Dettol Soap,Grocery,44.97
2366,Tata Salt, ,333.75
2367,Aashirvaad Atta,Bakery,318.6
2368,Colgate,Household,86.51
2369,Dettol Soap, ,72.5
2370,Colgate,Dairy,115.28
2371,,Grocery,122.6
2372,Good Day Biscuit,Bakery,348.16
2373,Sunlight Soap, ,231.3
2374,Good Day Biscuit,Dairy,62.04
2375,Bourbon Biscuit,Household,66.1
2376,Good Day Biscuit,Dairy,360.55
2377,Bourbon Biscuit, ,26.3
2378,Sunlight Soap,Dairy,47.26
2379,,Household,234.37
2380,Good Day Biscuit,Dairy,234.54
2381,Sunlight Soap,Bakery,343.27
2382,Colgate,Household,78.47
2383,,Bakery,
2384,Bourbon Biscuit,Dairy,270.03
2385,Fortune Oil,Grocery,11.13
2386,Amul Milk,Grocery,143.59
2387,Bourbon Biscuit,Dairy,165.4
2388,Sunlight Soap, ,
2389,Amul Milk,Personal Care,21.37
2390,Bourbon Biscuit,Dairy,398.28
2391,Colgate,Grocery,190.59
2392,Good Day Biscuit,Grocery,105.2
2393,Amul Milk,Household,300.47
2394,Good Day Biscuit, ,21.42
2395,Sunlight Soap,Grocery,221.23
2396,Aashirvaad Atta,Personal Care,178.19
2397,Aashirvaad Atta,Personal Care,228.33
2398,Aashirvaad Atta,Grocery,190.38
2399,Good Day Biscuit,Personal Care,251.1
2400,Amul Milk,Personal Care,88.26
2401,Good Day Biscuit,Grocery,263.56
2402,Sunlight Soap,Dairy,50.05
2403,Colgate,Dairy,
2404,Fortune Oil,Bakery,317.55
2405,Tata Salt,Household,359.36
2406,Good Day Biscuit,Grocery,
2407,,Household,
2408,Aashirvaad Atta, ,324.11
2409,Tata Salt,Household,234.3
2410,Sunlight Soap,Personal Care,
2411,Aashirvaad Atta,Grocery,223.94
2412,Fortune Oil,Household,220.66
2413,Bourbon Biscuit,Bakery,283.56
2414,Colgate,Bakery,352.35
2415,Bourbon Biscuit,Household,321.68
2416,Amul Milk,Personal Care,109.78
2417,Fortune Oil,Personal Care,99.3
2418,Amul Milk,Dairy,
2419,Colgate,Dairy,96.28
2420,Fortune Oil,Bakery,290.64
2421,,Household,377.2
2422,Amul Milk,Grocery,157.96
2423,Bourbon Biscuit,Bakery,367.94
2424,,Grocery,353.8
2425,Sunlight Soap,Household,59.57
2426,Dettol Soap,Dairy,
2427,Dettol Soap,Household,266.68
2428,Aashirvaad Atta,Dairy,46.06
2429,Tata Salt,Personal Care,21.23
2430,Good Day Biscuit,Dairy,267.44
2431,,Grocery,328.58
2432,Dettol Soap,Bakery,286.38
2433,Bourbon Biscuit,Grocery,165.89
2434,Colgate,Grocery,163.27
2435,Dettol Soap,Dairy,
2436,Bourbon Biscuit,Dairy,19.15
2437,Aashirvaad Atta,Household,329.64
